"","iteration","n","type","err"
"1125",75,10000,"Huber_distr_dc",0.0238868137088987
"1126",76,500,"ols_global",0.0621075382715894
"1127",76,500,"Huber_global",0.0214798150685224
"1128",76,500,"Huber_distr_dc",0.0390463123571789
"1129",76,1000,"ols_global",0.0623534784351243
"1130",76,1000,"Huber_global",0.0265424715851129
"1131",76,1000,"Huber_distr_dc",0.0275300118661326
"1132",76,2500,"ols_global",0.0502854707361646
"1133",76,2500,"Huber_global",0.0235150565475449
"1134",76,2500,"Huber_distr_dc",0.0235498119370415
"1135",76,5000,"ols_global",0.0705186826768236
"1136",76,5000,"Huber_global",0.0243863506683417
"1137",76,5000,"Huber_distr_dc",0.0244012730036595
"1138",76,10000,"ols_global",0.0560533510092174
"1139",76,10000,"Huber_global",0.0213281545094918
"1140",76,10000,"Huber_distr_dc",0.0213450283622383
"1141",77,500,"ols_global",0.0528134481529911
"1142",77,500,"Huber_global",0.0209711711248578
"1143",77,500,"Huber_distr_dc",0.0442745076670525
"1144",77,1000,"ols_global",0.0658609035250292
"1145",77,1000,"Huber_global",0.0239747993419537
"1146",77,1000,"Huber_distr_dc",0.0246678324933576
"1147",77,2500,"ols_global",0.0478893235616217
"1148",77,2500,"Huber_global",0.0205896484580154
"1149",77,2500,"Huber_distr_dc",0.0206712848299496
"1150",77,5000,"ols_global",0.0635500839485337
"1151",77,5000,"Huber_global",0.0214978138346733
"1152",77,5000,"Huber_distr_dc",0.0215342084308731
"1153",77,10000,"ols_global",0.070788296404049
"1154",77,10000,"Huber_global",0.0292111337921293
"1155",77,10000,"Huber_distr_dc",0.0291775199523077
"1156",78,500,"ols_global",0.0559515820783499
"1157",78,500,"Huber_global",0.0234243270162432
"1158",78,500,"Huber_distr_dc",0.0540618183587846
"1159",78,1000,"ols_global",0.0600467397214578
"1160",78,1000,"Huber_global",0.0225915465912482
"1161",78,1000,"Huber_distr_dc",0.0289206038831607
"1162",78,2500,"ols_global",0.0512559136617359
"1163",78,2500,"Huber_global",0.0230730936167653
"1164",78,2500,"Huber_distr_dc",0.0233044310418403
"1165",78,5000,"ols_global",0.0610426633466174
"1166",78,5000,"Huber_global",0.021795659763836
"1167",78,5000,"Huber_distr_dc",0.0217295500171311
"1168",78,10000,"ols_global",0.0618366130591157
"1169",78,10000,"Huber_global",0.0257133907455218
"1170",78,10000,"Huber_distr_dc",0.0257254912925882
"1171",79,500,"ols_global",0.0655507978478859
"1172",79,500,"Huber_global",0.0228909291116295
"1173",79,500,"Huber_distr_dc",0.0547385743776737
"1174",79,1000,"ols_global",0.0517179694066631
"1175",79,1000,"Huber_global",0.0211417215270657
"1176",79,1000,"Huber_distr_dc",0.0323636440040825
"1177",79,2500,"ols_global",0.0628397947791598
"1178",79,2500,"Huber_global",0.0234672606083745
"1179",79,2500,"Huber_distr_dc",0.0234683289454221
"1180",79,5000,"ols_global",0.0654936374622225
"1181",79,5000,"Huber_global",0.0282552878637367
"1182",79,5000,"Huber_distr_dc",0.0283465588282873
"1183",79,10000,"ols_global",0.0632954962432486
"1184",79,10000,"Huber_global",0.0218328256136977
"1185",79,10000,"Huber_distr_dc",0.0218412756899209
"1186",80,500,"ols_global",0.0630370527060681
"1187",80,500,"Huber_global",0.0281669073821674
"1188",80,500,"Huber_distr_dc",0.0528904767226265
"1189",80,1000,"ols_global",0.0578252646011567
"1190",80,1000,"Huber_global",0.0213382199551331
"1191",80,1000,"Huber_distr_dc",0.0228800570924361
"1192",80,2500,"ols_global",0.0588189659406299
"1193",80,2500,"Huber_global",0.0240063005900497
"1194",80,2500,"Huber_distr_dc",0.0240949036682533
"1195",80,5000,"ols_global",0.0508207308518779
"1196",80,5000,"Huber_global",0.0203568254826933
"1197",80,5000,"Huber_distr_dc",0.0203766609509035
"1198",80,10000,"ols_global",0.0686942346627325
"1199",80,10000,"Huber_global",0.0261733428411567
"1200",80,10000,"Huber_distr_dc",0.0262028541151428
"1201",81,500,"ols_global",0.0654179748897038
"1202",81,500,"Huber_global",0.0232734776338321
"1203",81,500,"Huber_distr_dc",0.0526999814585979
"1204",81,1000,"ols_global",0.0452205603624612
"1205",81,1000,"Huber_global",0.0217463789260095
"1206",81,1000,"Huber_distr_dc",0.0241979468846498
"1207",81,2500,"ols_global",0.0551293826267706
"1208",81,2500,"Huber_global",0.0202355882520344
"1209",81,2500,"Huber_distr_dc",0.0202949831170142
"1210",81,5000,"ols_global",0.0566102539271828
"1211",81,5000,"Huber_global",0.0246227803293391
"1212",81,5000,"Huber_distr_dc",0.0246080087288251
"1213",81,10000,"ols_global",0.0596200599790481
"1214",81,10000,"Huber_global",0.0256887990703243
"1215",81,10000,"Huber_distr_dc",0.0258746389332441
"1216",82,500,"ols_global",0.067937074218065
"1217",82,500,"Huber_global",0.0246344092630402
"1218",82,500,"Huber_distr_dc",0.0456179097449281
"1219",82,1000,"ols_global",0.063408861291386
"1220",82,1000,"Huber_global",0.0255920647278569
"1221",82,1000,"Huber_distr_dc",0.0304863171492146
"1222",82,2500,"ols_global",0.0613955751436782
"1223",82,2500,"Huber_global",0.0241946566586226
"1224",82,2500,"Huber_distr_dc",0.0242898562915582
"1225",82,5000,"ols_global",0.0607152341865309
"1226",82,5000,"Huber_global",0.0234765729868463
"1227",82,5000,"Huber_distr_dc",0.0235998823072068
"1228",82,10000,"ols_global",0.0559485313126639
"1229",82,10000,"Huber_global",0.0237192857472623
"1230",82,10000,"Huber_distr_dc",0.0237851548231459
"1231",83,500,"ols_global",0.0571393698601256
"1232",83,500,"Huber_global",0.0187752682362573
"1233",83,500,"Huber_distr_dc",0.0527432310251694
"1234",83,1000,"ols_global",0.0586058275381503
"1235",83,1000,"Huber_global",0.0199267725364563
"1236",83,1000,"Huber_distr_dc",0.0234571118646383
"1237",83,2500,"ols_global",0.0640368771734539
"1238",83,2500,"Huber_global",0.0239679387648729
"1239",83,2500,"Huber_distr_dc",0.023990010822582
"1240",83,5000,"ols_global",0.0557443257682008
"1241",83,5000,"Huber_global",0.020509585864263
"1242",83,5000,"Huber_distr_dc",0.0206736111919807
"1243",83,10000,"ols_global",0.057689080200962
"1244",83,10000,"Huber_global",0.0216996668550531
"1245",83,10000,"Huber_distr_dc",0.0217146185602104
"1246",84,500,"ols_global",0.0603614367880115
"1247",84,500,"Huber_global",0.0248581818276362
"1248",84,500,"Huber_distr_dc",0.0435182653488502
"1249",84,1000,"ols_global",0.0616807295887424
"1250",84,1000,"Huber_global",0.0285847853438688
"1251",84,1000,"Huber_distr_dc",0.03056148437601
"1252",84,2500,"ols_global",0.0555474767459017
"1253",84,2500,"Huber_global",0.025909641361403
"1254",84,2500,"Huber_distr_dc",0.0260972742086267
"1255",84,5000,"ols_global",0.0693317822041555
"1256",84,5000,"Huber_global",0.0246420698822758
"1257",84,5000,"Huber_distr_dc",0.0249436328988407
"1258",84,10000,"ols_global",0.0661514015154217
"1259",84,10000,"Huber_global",0.0200746992883687
"1260",84,10000,"Huber_distr_dc",0.0201370063305051
"1261",85,500,"ols_global",0.0611313070853375
"1262",85,500,"Huber_global",0.023480831873293
"1263",85,500,"Huber_distr_dc",0.0452470553861479
"1264",85,1000,"ols_global",0.0648816294362107
"1265",85,1000,"Huber_global",0.0268165231085529
"1266",85,1000,"Huber_distr_dc",0.0271482025967988
"1267",85,2500,"ols_global",0.0628384208159224
"1268",85,2500,"Huber_global",0.0261270564559471
"1269",85,2500,"Huber_distr_dc",0.0264033855137613
"1270",85,5000,"ols_global",0.0505081155778084
"1271",85,5000,"Huber_global",0.0227752681189972
"1272",85,5000,"Huber_distr_dc",0.0226985652744156
"1273",85,10000,"ols_global",0.072296125561122
"1274",85,10000,"Huber_global",0.0247701718008909
"1275",85,10000,"Huber_distr_dc",0.0247354623242121
"1276",86,500,"ols_global",0.0652137189058448
"1277",86,500,"Huber_global",0.0230424701044565
"1278",86,500,"Huber_distr_dc",0.0413882783132565
"1279",86,1000,"ols_global",0.0677813825534892
"1280",86,1000,"Huber_global",0.0212039751362376
"1281",86,1000,"Huber_distr_dc",0.022424671769442
"1282",86,2500,"ols_global",0.0705261534256523
"1283",86,2500,"Huber_global",0.0234448872828336
"1284",86,2500,"Huber_distr_dc",0.0232090682249629
"1285",86,5000,"ols_global",0.0644412868305082
"1286",86,5000,"Huber_global",0.0267891850533114
"1287",86,5000,"Huber_distr_dc",0.0267286957892568
"1288",86,10000,"ols_global",0.0504508240330067
"1289",86,10000,"Huber_global",0.0213283444306005
"1290",86,10000,"Huber_distr_dc",0.0213139348348269
"1291",87,500,"ols_global",0.0640331097005813
"1292",87,500,"Huber_global",0.0278826057963581
"1293",87,500,"Huber_distr_dc",0.0563919307651737
"1294",87,1000,"ols_global",0.0653906545430987
"1295",87,1000,"Huber_global",0.0204641181913453
"1296",87,1000,"Huber_distr_dc",0.0250113668864396
"1297",87,2500,"ols_global",0.0541998758050875
"1298",87,2500,"Huber_global",0.0198670960935774
"1299",87,2500,"Huber_distr_dc",0.0198737209935564
"1300",87,5000,"ols_global",0.0591144076735776
"1301",87,5000,"Huber_global",0.0230853977146443
"1302",87,5000,"Huber_distr_dc",0.0230082342098466
"1303",87,10000,"ols_global",0.0498965426937349
"1304",87,10000,"Huber_global",0.0202768721542405
"1305",87,10000,"Huber_distr_dc",0.0203307634283054
"1306",88,500,"ols_global",0.0534462488346242
"1307",88,500,"Huber_global",0.026415996669948
"1308",88,500,"Huber_distr_dc",0.0462310108008758
"1309",88,1000,"ols_global",0.0572455246371384
"1310",88,1000,"Huber_global",0.0204498530324179
"1311",88,1000,"Huber_distr_dc",0.0200633845447698
"1312",88,2500,"ols_global",0.0589259400534502
"1313",88,2500,"Huber_global",0.0234848054362889
"1314",88,2500,"Huber_distr_dc",0.0236973781647232
"1315",88,5000,"ols_global",0.0563452274671255
"1316",88,5000,"Huber_global",0.0221120134690912
"1317",88,5000,"Huber_distr_dc",0.0222522851096288
"1318",88,10000,"ols_global",0.0621923925069895
"1319",88,10000,"Huber_global",0.0237652003331938
"1320",88,10000,"Huber_distr_dc",0.0237741338072706
"1321",89,500,"ols_global",0.0570743147056232
"1322",89,500,"Huber_global",0.023444946037039
"1323",89,500,"Huber_distr_dc",0.0555711246677472
"1324",89,1000,"ols_global",0.0583353371277478
"1325",89,1000,"Huber_global",0.02886095474647
"1326",89,1000,"Huber_distr_dc",0.0315184538861919
"1327",89,2500,"ols_global",0.0552678810214784
"1328",89,2500,"Huber_global",0.0203432234934998
"1329",89,2500,"Huber_distr_dc",0.0205708713490589
"1330",89,5000,"ols_global",0.0576454947323053
"1331",89,5000,"Huber_global",0.0209948169768307
"1332",89,5000,"Huber_distr_dc",0.0210237258176199
"1333",89,10000,"ols_global",0.0598210307563745
"1334",89,10000,"Huber_global",0.0228273427170483
"1335",89,10000,"Huber_distr_dc",0.0228032162064677
"1336",90,500,"ols_global",0.0648025229473177
"1337",90,500,"Huber_global",0.0255646572504935
"1338",90,500,"Huber_distr_dc",0.0591291752121831
"1339",90,1000,"ols_global",0.0525542829238802
"1340",90,1000,"Huber_global",0.0256944435883805
"1341",90,1000,"Huber_distr_dc",0.0278072873203425
"1342",90,2500,"ols_global",0.0526486042876108
"1343",90,2500,"Huber_global",0.0196911429869303
"1344",90,2500,"Huber_distr_dc",0.0197216577726215
"1345",90,5000,"ols_global",0.0589049064321243
"1346",90,5000,"Huber_global",0.0223743621289183
"1347",90,5000,"Huber_distr_dc",0.022324460880944
"1348",90,10000,"ols_global",0.0664373301365439
"1349",90,10000,"Huber_global",0.0301032518930169
"1350",90,10000,"Huber_distr_dc",0.0300495970358095
"1351",91,500,"ols_global",0.0598375347055336
"1352",91,500,"Huber_global",0.0251830707763146
"1353",91,500,"Huber_distr_dc",0.0398900080205568
"1354",91,1000,"ols_global",0.0509791860095072
"1355",91,1000,"Huber_global",0.021195492919035
"1356",91,1000,"Huber_distr_dc",0.0271911275024327
"1357",91,2500,"ols_global",0.0562735507509871
"1358",91,2500,"Huber_global",0.0212421818842209
"1359",91,2500,"Huber_distr_dc",0.0212962016404317
"1360",91,5000,"ols_global",0.055895021034511
"1361",91,5000,"Huber_global",0.0199499970171435
"1362",91,5000,"Huber_distr_dc",0.0199231589165722
"1363",91,10000,"ols_global",0.0577936253877119
"1364",91,10000,"Huber_global",0.0228487223814345
"1365",91,10000,"Huber_distr_dc",0.0228372977551477
"1366",92,500,"ols_global",0.0561285735221059
"1367",92,500,"Huber_global",0.0240453861352494
"1368",92,500,"Huber_distr_dc",0.0535241607629453
"1369",92,1000,"ols_global",0.0640272416895005
"1370",92,1000,"Huber_global",0.0273835441000906
"1371",92,1000,"Huber_distr_dc",0.0307717601597579
"1372",92,2500,"ols_global",0.0570107507639582
"1373",92,2500,"Huber_global",0.0214924516485353
"1374",92,2500,"Huber_distr_dc",0.0213894849368707
"1375",92,5000,"ols_global",0.053850668864821
"1376",92,5000,"Huber_global",0.022051119636374
"1377",92,5000,"Huber_distr_dc",0.0220106206047449
"1378",92,10000,"ols_global",0.0488494589432648
"1379",92,10000,"Huber_global",0.0220095928016594
"1380",92,10000,"Huber_distr_dc",0.0221462870596159
"1381",93,500,"ols_global",0.0573037091519931
"1382",93,500,"Huber_global",0.0242982319633933
"1383",93,500,"Huber_distr_dc",0.0561097289004107
"1384",93,1000,"ols_global",0.0588364930634779
"1385",93,1000,"Huber_global",0.0216535323009066
"1386",93,1000,"Huber_distr_dc",0.0250896840144831
"1387",93,2500,"ols_global",0.059928596199741
"1388",93,2500,"Huber_global",0.0217739933725357
"1389",93,2500,"Huber_distr_dc",0.0218305841615188
"1390",93,5000,"ols_global",0.0486113558164057
"1391",93,5000,"Huber_global",0.0210800585011104
"1392",93,5000,"Huber_distr_dc",0.0211927325344154
"1393",93,10000,"ols_global",0.0670427915411919
"1394",93,10000,"Huber_global",0.0234012673116296
"1395",93,10000,"Huber_distr_dc",0.0234391115910925
"1396",94,500,"ols_global",0.0601904192020874
"1397",94,500,"Huber_global",0.0239741872261958
"1398",94,500,"Huber_distr_dc",0.0585072339038168
"1399",94,1000,"ols_global",0.0592590572509816
"1400",94,1000,"Huber_global",0.0212884156455848
"1401",94,1000,"Huber_distr_dc",0.0236296457934105
"1402",94,2500,"ols_global",0.055276565157732
"1403",94,2500,"Huber_global",0.0229418747431732
"1404",94,2500,"Huber_distr_dc",0.023069099704048
"1405",94,5000,"ols_global",0.0560726918184196
"1406",94,5000,"Huber_global",0.0222418278917595
"1407",94,5000,"Huber_distr_dc",0.0221253138724567
"1408",94,10000,"ols_global",0.0625925543610847
"1409",94,10000,"Huber_global",0.024318299788893
"1410",94,10000,"Huber_distr_dc",0.0242953571664225
"1411",95,500,"ols_global",0.0576458107109743
"1412",95,500,"Huber_global",0.0213776444962261
"1413",95,500,"Huber_distr_dc",0.046328162218009
"1414",95,1000,"ols_global",0.0559732928559596
"1415",95,1000,"Huber_global",0.0264888728442931
"1416",95,1000,"Huber_distr_dc",0.0259827552083078
"1417",95,2500,"ols_global",0.0538231358023911
"1418",95,2500,"Huber_global",0.0243083432020597
"1419",95,2500,"Huber_distr_dc",0.0242926321918815
"1420",95,5000,"ols_global",0.0604074805274206
"1421",95,5000,"Huber_global",0.0213132649568045
"1422",95,5000,"Huber_distr_dc",0.0213005824028459
"1423",95,10000,"ols_global",0.0642056611225944
"1424",95,10000,"Huber_global",0.028361861079659
"1425",95,10000,"Huber_distr_dc",0.0283069107641683
"1426",96,500,"ols_global",0.0542412015832733
"1427",96,500,"Huber_global",0.0230244942762755
"1428",96,500,"Huber_distr_dc",0.0590589733305188
"1429",96,1000,"ols_global",0.0454714043634385
"1430",96,1000,"Huber_global",0.0200105465661424
"1431",96,1000,"Huber_distr_dc",0.0219387223759262
"1432",96,2500,"ols_global",0.0634574753357773
"1433",96,2500,"Huber_global",0.0226613715580165
"1434",96,2500,"Huber_distr_dc",0.0229120918537356
"1435",96,5000,"ols_global",0.0539024527190841
"1436",96,5000,"Huber_global",0.0208653669994594
"1437",96,5000,"Huber_distr_dc",0.020990464109661
"1438",96,10000,"ols_global",0.0531768316090377
"1439",96,10000,"Huber_global",0.0197306502196347
"1440",96,10000,"Huber_distr_dc",0.019711321671607
"1441",97,500,"ols_global",0.0556253542313111
"1442",97,500,"Huber_global",0.0185041940431044
"1443",97,500,"Huber_distr_dc",0.0452500524497699
"1444",97,1000,"ols_global",0.0558214063893313
"1445",97,1000,"Huber_global",0.0266213822966526
"1446",97,1000,"Huber_distr_dc",0.0300538696606866
"1447",97,2500,"ols_global",0.0638306640967976
"1448",97,2500,"Huber_global",0.0215066055594426
"1449",97,2500,"Huber_distr_dc",0.0217756204267125
"1450",97,5000,"ols_global",0.0527589300463778
"1451",97,5000,"Huber_global",0.0244109341315633
"1452",97,5000,"Huber_distr_dc",0.0242908087048074
"1453",97,10000,"ols_global",0.0652685376525783
"1454",97,10000,"Huber_global",0.0233561086955714
"1455",97,10000,"Huber_distr_dc",0.0233802317800187
"1456",98,500,"ols_global",0.0530098439540699
"1457",98,500,"Huber_global",0.0254782256525323
"1458",98,500,"Huber_distr_dc",0.0474999563843673
"1459",98,1000,"ols_global",0.060168852842955
"1460",98,1000,"Huber_global",0.0228741524305001
"1461",98,1000,"Huber_distr_dc",0.0234132975167806
"1462",98,2500,"ols_global",0.0655185810062683
"1463",98,2500,"Huber_global",0.0241135506211983
"1464",98,2500,"Huber_distr_dc",0.0241747980396089
"1465",98,5000,"ols_global",0.0521791964292858
"1466",98,5000,"Huber_global",0.0233026604733137
"1467",98,5000,"Huber_distr_dc",0.0231349178929309
"1468",98,10000,"ols_global",0.060944266883179
"1469",98,10000,"Huber_global",0.0219377578616039
"1470",98,10000,"Huber_distr_dc",0.0220166288951084
"1471",99,500,"ols_global",0.0681430621471016
"1472",99,500,"Huber_global",0.0248924539459954
"1473",99,500,"Huber_distr_dc",0.0494271052105585
"1474",99,1000,"ols_global",0.0628306375250064
"1475",99,1000,"Huber_global",0.0272138525343179
"1476",99,1000,"Huber_distr_dc",0.0377910119398039
"1477",99,2500,"ols_global",0.0579417942377869
"1478",99,2500,"Huber_global",0.0228529436004764
"1479",99,2500,"Huber_distr_dc",0.0229895094473614
"1480",99,5000,"ols_global",0.0542801003862191
"1481",99,5000,"Huber_global",0.0257616120057374
"1482",99,5000,"Huber_distr_dc",0.0257506323461384
"1483",99,10000,"ols_global",0.0601474365968296
"1484",99,10000,"Huber_global",0.0224259320123874
"1485",99,10000,"Huber_distr_dc",0.0224007927660136
"1486",100,500,"ols_global",0.0628949785372189
"1487",100,500,"Huber_global",0.0270252869458472
"1488",100,500,"Huber_distr_dc",0.06102948248488
"1489",100,1000,"ols_global",0.0541958690348973
"1490",100,1000,"Huber_global",0.0258297516810975
"1491",100,1000,"Huber_distr_dc",0.0283899956662855
"1492",100,2500,"ols_global",0.0553599294755798
"1493",100,2500,"Huber_global",0.0248785011227147
"1494",100,2500,"Huber_distr_dc",0.0247957472505422
"1495",100,5000,"ols_global",0.0579420410370786
"1496",100,5000,"Huber_global",0.0216786033902707
"1497",100,5000,"Huber_distr_dc",0.0216785888412753
"1498",100,10000,"ols_global",0.0672828374927165
"1499",100,10000,"Huber_global",0.0248341069232037
"1500",100,10000,"Huber_distr_dc",0.0248462929473158
