"","iteration","proportion","scale","type","err"
"2441",46,0.02,1,"Huber_global",0.0322182743299365
"2442",46,0.02,1,"Huber_distr_dc",0.0326577601394362
"2443",46,0.02,10,"ols_global",0.31637030407532
"2444",46,0.02,10,"Huber_global",0.0370056082050549
"2445",46,0.02,10,"Huber_distr_dc",0.038051349890215
"2446",46,0.02,100,"ols_global",2.06984308728268
"2447",46,0.02,100,"Huber_global",0.0407918776779617
"2448",46,0.02,100,"Huber_distr_dc",0.0408193681618707
"2449",46,0.04,1,"ols_global",0.248436041415531
"2450",46,0.04,1,"Huber_global",0.0570450291084316
"2451",46,0.04,1,"Huber_distr_dc",0.0572966957075355
"2452",46,0.04,10,"ols_global",0.502436990841981
"2453",46,0.04,10,"Huber_global",0.0712158421586307
"2454",46,0.04,10,"Huber_distr_dc",0.0692318057438798
"2455",46,0.04,100,"ols_global",4.09646738852098
"2456",46,0.04,100,"Huber_global",0.0669308272847765
"2457",46,0.04,100,"Huber_distr_dc",0.0647999364583885
"2458",46,0.06,1,"ols_global",0.502353185315144
"2459",46,0.06,1,"Huber_global",0.0866054605887465
"2460",46,0.06,1,"Huber_distr_dc",0.0867539468714125
"2461",46,0.06,10,"ols_global",0.623249863332223
"2462",46,0.06,10,"Huber_global",0.0927866745647044
"2463",46,0.06,10,"Huber_distr_dc",0.0925991789686267
"2464",46,0.06,100,"ols_global",6.54440804248436
"2465",46,0.06,100,"Huber_global",0.0963334292907012
"2466",46,0.06,100,"Huber_distr_dc",0.0979417019784665
"2467",46,0.08,1,"ols_global",0.342672775520256
"2468",46,0.08,1,"Huber_global",0.10983928915473
"2469",46,0.08,1,"Huber_distr_dc",0.109750200820493
"2470",46,0.08,10,"ols_global",0.906031116195128
"2471",46,0.08,10,"Huber_global",0.129715110066084
"2472",46,0.08,10,"Huber_distr_dc",0.129359388339195
"2473",46,0.08,100,"ols_global",7.86284008107021
"2474",46,0.08,100,"Huber_global",0.126432243152533
"2475",46,0.08,100,"Huber_distr_dc",0.126151610298654
"2476",46,0.1,1,"ols_global",0.252188663607425
"2477",46,0.1,1,"Huber_global",0.142078689073509
"2478",46,0.1,1,"Huber_distr_dc",0.142095814815659
"2479",46,0.1,10,"ols_global",0.994268971726825
"2480",46,0.1,10,"Huber_global",0.158134588972288
"2481",46,0.1,10,"Huber_distr_dc",0.15723950798732
"2482",46,0.1,100,"ols_global",9.71802858784025
"2483",46,0.1,100,"Huber_global",0.15938134687333
"2484",46,0.1,100,"Huber_distr_dc",0.15798503724861
"2485",47,0,1,"ols_global",0.345838332123942
"2486",47,0,1,"Huber_global",0.0261630473663019
"2487",47,0,1,"Huber_distr_dc",0.025855539781578
"2488",47,0,10,"ols_global",0.206574694839383
"2489",47,0,10,"Huber_global",0.0298409022561379
"2490",47,0,10,"Huber_distr_dc",0.0300473789146286
"2491",47,0,100,"ols_global",0.311213907611931
"2492",47,0,100,"Huber_global",0.0337600102656511
"2493",47,0,100,"Huber_distr_dc",0.0347679443992107
"2494",47,0.02,1,"ols_global",0.206709859269455
"2495",47,0.02,1,"Huber_global",0.0366688189229373
"2496",47,0.02,1,"Huber_distr_dc",0.0372812674810538
"2497",47,0.02,10,"ols_global",0.325234059097384
"2498",47,0.02,10,"Huber_global",0.0409467051331255
"2499",47,0.02,10,"Huber_distr_dc",0.0404884642467471
"2500",47,0.02,100,"ols_global",2.09334110079815
"2501",47,0.02,100,"Huber_global",0.0360286455428919
"2502",47,0.02,100,"Huber_distr_dc",0.0354010506881473
"2503",47,0.04,1,"ols_global",0.269879338082269
"2504",47,0.04,1,"Huber_global",0.0540993067408258
"2505",47,0.04,1,"Huber_distr_dc",0.0541129875594227
"2506",47,0.04,10,"ols_global",0.458041301467312
"2507",47,0.04,10,"Huber_global",0.0664713002452229
"2508",47,0.04,10,"Huber_distr_dc",0.0656412036021854
"2509",47,0.04,100,"ols_global",3.96671474746522
"2510",47,0.04,100,"Huber_global",0.0691687315791686
"2511",47,0.04,100,"Huber_distr_dc",0.0685540426523451
"2512",47,0.06,1,"ols_global",0.223198249110059
"2513",47,0.06,1,"Huber_global",0.083315589623501
"2514",47,0.06,1,"Huber_distr_dc",0.0834284735998734
"2515",47,0.06,10,"ols_global",0.827174742245246
"2516",47,0.06,10,"Huber_global",0.0974134363098558
"2517",47,0.06,10,"Huber_distr_dc",0.0962924939789882
"2518",47,0.06,100,"ols_global",5.94875972014477
"2519",47,0.06,100,"Huber_global",0.100848490800771
"2520",47,0.06,100,"Huber_distr_dc",0.0976335015826435
"2521",47,0.08,1,"ols_global",0.423913071353221
"2522",47,0.08,1,"Huber_global",0.104940590119809
"2523",47,0.08,1,"Huber_distr_dc",0.104849521872816
"2524",47,0.08,10,"ols_global",0.847199964451991
"2525",47,0.08,10,"Huber_global",0.136459049955125
"2526",47,0.08,10,"Huber_distr_dc",0.132817390366446
"2527",47,0.08,100,"ols_global",8.39318484241378
"2528",47,0.08,100,"Huber_global",0.129981357891423
"2529",47,0.08,100,"Huber_distr_dc",0.128118619130336
"2530",47,0.1,1,"ols_global",0.79651075486059
"2531",47,0.1,1,"Huber_global",0.133780258080607
"2532",47,0.1,1,"Huber_distr_dc",0.133996315926128
"2533",47,0.1,10,"ols_global",0.979481813085756
"2534",47,0.1,10,"Huber_global",0.176407030143292
"2535",47,0.1,10,"Huber_distr_dc",0.178418191252263
"2536",47,0.1,100,"ols_global",10.1297437213335
"2537",47,0.1,100,"Huber_global",0.164088825019372
"2538",47,0.1,100,"Huber_distr_dc",0.163662659859101
"2539",48,0,1,"ols_global",0.163998505599725
"2540",48,0,1,"Huber_global",0.0339615318870741
"2541",48,0,1,"Huber_distr_dc",0.0336511318795976
"2542",48,0,10,"ols_global",1.04525018842124
"2543",48,0,10,"Huber_global",0.031473713849632
"2544",48,0,10,"Huber_distr_dc",0.0318911562267531
"2545",48,0,100,"ols_global",0.303014331044155
"2546",48,0,100,"Huber_global",0.0270637175979496
"2547",48,0,100,"Huber_distr_dc",0.0273126428719611
"2548",48,0.02,1,"ols_global",0.234174582800803
"2549",48,0.02,1,"Huber_global",0.0346291195745709
"2550",48,0.02,1,"Huber_distr_dc",0.0350638756689109
"2551",48,0.02,10,"ols_global",0.309254551323599
"2552",48,0.02,10,"Huber_global",0.0483386050610801
"2553",48,0.02,10,"Huber_distr_dc",0.0472300336390813
"2554",48,0.02,100,"ols_global",2.05704230789317
"2555",48,0.02,100,"Huber_global",0.0410914125654523
"2556",48,0.02,100,"Huber_distr_dc",0.0401653503883266
"2557",48,0.04,1,"ols_global",0.747337703374085
"2558",48,0.04,1,"Huber_global",0.0580516281371751
"2559",48,0.04,1,"Huber_distr_dc",0.059207288381081
"2560",48,0.04,10,"ols_global",0.498650516772488
"2561",48,0.04,10,"Huber_global",0.0652899976496178
"2562",48,0.04,10,"Huber_distr_dc",0.0638035225445496
"2563",48,0.04,100,"ols_global",4.25517291751777
"2564",48,0.04,100,"Huber_global",0.0681513353521443
"2565",48,0.04,100,"Huber_distr_dc",0.065663616360143
"2566",48,0.06,1,"ols_global",0.235272675356724
"2567",48,0.06,1,"Huber_global",0.0883129311864854
"2568",48,0.06,1,"Huber_distr_dc",0.0882098123547069
"2569",48,0.06,10,"ols_global",0.602982626918632
"2570",48,0.06,10,"Huber_global",0.0911848416779712
"2571",48,0.06,10,"Huber_distr_dc",0.0897519166453282
"2572",48,0.06,100,"ols_global",6.21758921379093
"2573",48,0.06,100,"Huber_global",0.0989859626451433
"2574",48,0.06,100,"Huber_distr_dc",0.101131013190986
"2575",48,0.08,1,"ols_global",0.227944154203549
"2576",48,0.08,1,"Huber_global",0.110287052937971
"2577",48,0.08,1,"Huber_distr_dc",0.11036576969397
"2578",48,0.08,10,"ols_global",0.84419959628944
"2579",48,0.08,10,"Huber_global",0.133428729832116
"2580",48,0.08,10,"Huber_distr_dc",0.129727330439568
"2581",48,0.08,100,"ols_global",7.78780226964122
"2582",48,0.08,100,"Huber_global",0.127666602732302
"2583",48,0.08,100,"Huber_distr_dc",0.126549352251999
"2584",48,0.1,1,"ols_global",0.95395233534815
"2585",48,0.1,1,"Huber_global",0.13366219510688
"2586",48,0.1,1,"Huber_distr_dc",0.133851851481328
"2587",48,0.1,10,"ols_global",1.08212157958962
"2588",48,0.1,10,"Huber_global",0.172835223757669
"2589",48,0.1,10,"Huber_distr_dc",0.173291427241433
"2590",48,0.1,100,"ols_global",10.1016211882766
"2591",48,0.1,100,"Huber_global",0.166901948686398
"2592",48,0.1,100,"Huber_distr_dc",0.161695890470879
"2593",49,0,1,"ols_global",0.270890385165466
"2594",49,0,1,"Huber_global",0.0334867550412056
"2595",49,0,1,"Huber_distr_dc",0.0333998893393135
"2596",49,0,10,"ols_global",0.404330924185741
"2597",49,0,10,"Huber_global",0.032565119018552
"2598",49,0,10,"Huber_distr_dc",0.0324898533798924
"2599",49,0,100,"ols_global",0.316200502767552
"2600",49,0,100,"Huber_global",0.035066292169471
"2601",49,0,100,"Huber_distr_dc",0.0348843378474819
"2602",49,0.02,1,"ols_global",0.522600244183723
"2603",49,0.02,1,"Huber_global",0.0439723329460436
"2604",49,0.02,1,"Huber_distr_dc",0.0438115151700068
"2605",49,0.02,10,"ols_global",0.235527763582926
"2606",49,0.02,10,"Huber_global",0.0395269517442243
"2607",49,0.02,10,"Huber_distr_dc",0.0394074262348617
"2608",49,0.02,100,"ols_global",2.11330133984831
"2609",49,0.02,100,"Huber_global",0.0473491991229367
"2610",49,0.02,100,"Huber_distr_dc",0.0467395927336647
"2611",49,0.04,1,"ols_global",0.31802213985005
"2612",49,0.04,1,"Huber_global",0.05733765262401
"2613",49,0.04,1,"Huber_distr_dc",0.0571629169463328
"2614",49,0.04,10,"ols_global",0.414731435258101
"2615",49,0.04,10,"Huber_global",0.0622141306042965
"2616",49,0.04,10,"Huber_distr_dc",0.0617779347728724
"2617",49,0.04,100,"ols_global",7.7495043086085
"2618",49,0.04,100,"Huber_global",0.0648653924169232
"2619",49,0.04,100,"Huber_distr_dc",0.0635492078033583
"2620",49,0.06,1,"ols_global",0.20828421622391
"2621",49,0.06,1,"Huber_global",0.0851915318402186
"2622",49,0.06,1,"Huber_distr_dc",0.0851825720204613
"2623",49,0.06,10,"ols_global",0.63819039920743
"2624",49,0.06,10,"Huber_global",0.102776910404807
"2625",49,0.06,10,"Huber_distr_dc",0.102064042729377
"2626",49,0.06,100,"ols_global",5.87967536849317
"2627",49,0.06,100,"Huber_global",0.0901424632586355
"2628",49,0.06,100,"Huber_distr_dc",0.088781193437218
"2629",49,0.08,1,"ols_global",0.242371777119207
"2630",49,0.08,1,"Huber_global",0.106420192954818
"2631",49,0.08,1,"Huber_distr_dc",0.106405977312671
"2632",49,0.08,10,"ols_global",0.879298638769648
"2633",49,0.08,10,"Huber_global",0.119538280454659
"2634",49,0.08,10,"Huber_distr_dc",0.117433020976499
"2635",49,0.08,100,"ols_global",7.97251477507978
"2636",49,0.08,100,"Huber_global",0.129477962357135
"2637",49,0.08,100,"Huber_distr_dc",0.125118283521683
"2638",49,0.1,1,"ols_global",0.232739947961199
"2639",49,0.1,1,"Huber_global",0.136925283630263
"2640",49,0.1,1,"Huber_distr_dc",0.13732526551729
"2641",49,0.1,10,"ols_global",1.00213190700045
"2642",49,0.1,10,"Huber_global",0.169033967029032
"2643",49,0.1,10,"Huber_distr_dc",0.169378628310857
"2644",49,0.1,100,"ols_global",10.2281734847409
"2645",49,0.1,100,"Huber_global",0.171174218491099
"2646",49,0.1,100,"Huber_distr_dc",0.171075097513866
"2647",50,0,1,"ols_global",0.594218386834708
"2648",50,0,1,"Huber_global",0.0342628141170576
"2649",50,0,1,"Huber_distr_dc",0.0338463146062906
"2650",50,0,10,"ols_global",0.303404215584176
"2651",50,0,10,"Huber_global",0.0309637179097862
"2652",50,0,10,"Huber_distr_dc",0.0310227532246287
"2653",50,0,100,"ols_global",0.325445732609034
"2654",50,0,100,"Huber_global",0.0335559983281771
"2655",50,0,100,"Huber_distr_dc",0.0331371165581616
"2656",50,0.02,1,"ols_global",0.876865897116417
"2657",50,0.02,1,"Huber_global",0.0355550633568118
"2658",50,0.02,1,"Huber_distr_dc",0.0361270655575344
"2659",50,0.02,10,"ols_global",0.448241027313849
"2660",50,0.02,10,"Huber_global",0.0412342605202126
"2661",50,0.02,10,"Huber_distr_dc",0.0400983381397022
"2662",50,0.02,100,"ols_global",2.20604065706022
"2663",50,0.02,100,"Huber_global",0.0472636567678845
"2664",50,0.02,100,"Huber_distr_dc",0.0467443159695006
"2665",50,0.04,1,"ols_global",0.795028538054616
"2666",50,0.04,1,"Huber_global",0.0528670669381552
"2667",50,0.04,1,"Huber_distr_dc",0.0528395988987747
"2668",50,0.04,10,"ols_global",0.388878667190135
"2669",50,0.04,10,"Huber_global",0.0623746887291527
"2670",50,0.04,10,"Huber_distr_dc",0.0621295205891617
"2671",50,0.04,100,"ols_global",4.0476446795392
"2672",50,0.04,100,"Huber_global",0.0660394978961197
"2673",50,0.04,100,"Huber_distr_dc",0.0651566799541478
"2674",50,0.06,1,"ols_global",0.21985513649358
"2675",50,0.06,1,"Huber_global",0.0855539699006029
"2676",50,0.06,1,"Huber_distr_dc",0.0852303743361508
"2677",50,0.06,10,"ols_global",0.948695715723031
"2678",50,0.06,10,"Huber_global",0.0914000625397387
"2679",50,0.06,10,"Huber_distr_dc",0.0892691055018488
"2680",50,0.06,100,"ols_global",5.7241979713352
"2681",50,0.06,100,"Huber_global",0.101556901195058
"2682",50,0.06,100,"Huber_distr_dc",0.101221729664625
"2683",50,0.08,1,"ols_global",0.21045175879669
"2684",50,0.08,1,"Huber_global",0.107731694319011
"2685",50,0.08,1,"Huber_distr_dc",0.10697959489376
"2686",50,0.08,10,"ols_global",0.749666518267752
"2687",50,0.08,10,"Huber_global",0.121319961172089
"2688",50,0.08,10,"Huber_distr_dc",0.122506500060547
"2689",50,0.08,100,"ols_global",8.10086189218087
"2690",50,0.08,100,"Huber_global",0.132657445447027
"2691",50,0.08,100,"Huber_distr_dc",0.128602921538847
"2692",50,0.1,1,"ols_global",0.227544569097645
"2693",50,0.1,1,"Huber_global",0.137091260329788
"2694",50,0.1,1,"Huber_distr_dc",0.136902282410531
"2695",50,0.1,10,"ols_global",1.01711354268429
"2696",50,0.1,10,"Huber_global",0.167675914962054
"2697",50,0.1,10,"Huber_distr_dc",0.165664007053641
"2698",50,0.1,100,"ols_global",9.82205122861149
"2699",50,0.1,100,"Huber_global",0.174780781080839
"2700",50,0.1,100,"Huber_distr_dc",0.171049648793104
"2701",51,0,1,"ols_global",0.515099239074515
"2702",51,0,1,"Huber_global",0.0325785891611219
"2703",51,0,1,"Huber_distr_dc",0.0322638178840648
"2704",51,0,10,"ols_global",0.530088097657479
"2705",51,0,10,"Huber_global",0.0342457575421455
"2706",51,0,10,"Huber_distr_dc",0.0338822440369239
"2707",51,0,100,"ols_global",0.201834092891985
"2708",51,0,100,"Huber_global",0.0264731017447835
"2709",51,0,100,"Huber_distr_dc",0.0271055440797013
"2710",51,0.02,1,"ols_global",0.280812155852251
"2711",51,0.02,1,"Huber_global",0.0433447419151686
"2712",51,0.02,1,"Huber_distr_dc",0.0431019593701996
"2713",51,0.02,10,"ols_global",0.457129755401841
"2714",51,0.02,10,"Huber_global",0.0419050029334818
"2715",51,0.02,10,"Huber_distr_dc",0.0414853296740604
"2716",51,0.02,100,"ols_global",1.96953085164407
"2717",51,0.02,100,"Huber_global",0.0490485760425454
"2718",51,0.02,100,"Huber_distr_dc",0.0484310325300697
"2719",51,0.04,1,"ols_global",0.498270617839887
"2720",51,0.04,1,"Huber_global",0.0648422186575111
"2721",51,0.04,1,"Huber_distr_dc",0.0658196945105033
"2722",51,0.04,10,"ols_global",0.457364782211135
"2723",51,0.04,10,"Huber_global",0.0691693174898785
"2724",51,0.04,10,"Huber_distr_dc",0.0704135377694246
"2725",51,0.04,100,"ols_global",3.94146363168385
"2726",51,0.04,100,"Huber_global",0.0631478197868309
"2727",51,0.04,100,"Huber_distr_dc",0.0630711328500678
"2728",51,0.06,1,"ols_global",0.249883059338853
"2729",51,0.06,1,"Huber_global",0.084834077641105
"2730",51,0.06,1,"Huber_distr_dc",0.0848026934679157
"2731",51,0.06,10,"ols_global",0.906337988650888
"2732",51,0.06,10,"Huber_global",0.108076941196234
"2733",51,0.06,10,"Huber_distr_dc",0.10946432551862
"2734",51,0.06,100,"ols_global",6.00347976166649
"2735",51,0.06,100,"Huber_global",0.0977288589418552
"2736",51,0.06,100,"Huber_distr_dc",0.0968708028932633
"2737",51,0.08,1,"ols_global",0.192362664189808
"2738",51,0.08,1,"Huber_global",0.112621387997048
"2739",51,0.08,1,"Huber_distr_dc",0.112322726693611
"2740",51,0.08,10,"ols_global",0.854412191038531
"2741",51,0.08,10,"Huber_global",0.132622547206855
"2742",51,0.08,10,"Huber_distr_dc",0.13208113439609
"2743",51,0.08,100,"ols_global",7.94942425245774
"2744",51,0.08,100,"Huber_global",0.128749649171321
"2745",51,0.08,100,"Huber_distr_dc",0.128020770250488
"2746",51,0.1,1,"ols_global",0.24020706995725
"2747",51,0.1,1,"Huber_global",0.139346801701137
"2748",51,0.1,1,"Huber_distr_dc",0.139551263810161
"2749",51,0.1,10,"ols_global",1.08472785887351
"2750",51,0.1,10,"Huber_global",0.164502022686828
"2751",51,0.1,10,"Huber_distr_dc",0.157799600079792
"2752",51,0.1,100,"ols_global",9.98860272045387
"2753",51,0.1,100,"Huber_global",0.170117663822772
"2754",51,0.1,100,"Huber_distr_dc",0.171985074672771
"2755",52,0,1,"ols_global",0.276551934235301
"2756",52,0,1,"Huber_global",0.0329462653807187
"2757",52,0,1,"Huber_distr_dc",0.0326700554144511
"2758",52,0,10,"ols_global",0.347375411153456
"2759",52,0,10,"Huber_global",0.0325683975885045
"2760",52,0,10,"Huber_distr_dc",0.0323065707481507
"2761",52,0,100,"ols_global",0.244483930897719
"2762",52,0,100,"Huber_global",0.0342883517378505
"2763",52,0,100,"Huber_distr_dc",0.0344150595871022
"2764",52,0.02,1,"ols_global",0.199323718086741
"2765",52,0.02,1,"Huber_global",0.0346586594842033
"2766",52,0.02,1,"Huber_distr_dc",0.0346378002223292
"2767",52,0.02,10,"ols_global",0.50469470613745
"2768",52,0.02,10,"Huber_global",0.0422458621836103
"2769",52,0.02,10,"Huber_distr_dc",0.0414691669102466
"2770",52,0.02,100,"ols_global",1.8826242319287
"2771",52,0.02,100,"Huber_global",0.0387599153994626
"2772",52,0.02,100,"Huber_distr_dc",0.039692686126275
"2773",52,0.04,1,"ols_global",0.17984039470242
"2774",52,0.04,1,"Huber_global",0.0615513014026867
"2775",52,0.04,1,"Huber_distr_dc",0.0611173023459895
"2776",52,0.04,10,"ols_global",0.440942044574113
"2777",52,0.04,10,"Huber_global",0.0626564024183885
"2778",52,0.04,10,"Huber_distr_dc",0.0621164268611682
"2779",52,0.04,100,"ols_global",4.11315396232103
"2780",52,0.04,100,"Huber_global",0.074463472992158
"2781",52,0.04,100,"Huber_distr_dc",0.0748517607461084
"2782",52,0.06,1,"ols_global",0.336213790120268
"2783",52,0.06,1,"Huber_global",0.0823502831118871
"2784",52,0.06,1,"Huber_distr_dc",0.0837884663533988
"2785",52,0.06,10,"ols_global",0.626266310986755
"2786",52,0.06,10,"Huber_global",0.0970015940861129
"2787",52,0.06,10,"Huber_distr_dc",0.095159931403056
"2788",52,0.06,100,"ols_global",5.84267642546085
"2789",52,0.06,100,"Huber_global",0.0918659283279848
"2790",52,0.06,100,"Huber_distr_dc",0.0901031932097913
"2791",52,0.08,1,"ols_global",0.397377321159515
"2792",52,0.08,1,"Huber_global",0.111563739030108
"2793",52,0.08,1,"Huber_distr_dc",0.111452265229281
"2794",52,0.08,10,"ols_global",0.940024856184932
"2795",52,0.08,10,"Huber_global",0.140830374817416
"2796",52,0.08,10,"Huber_distr_dc",0.137754921087789
"2797",52,0.08,100,"ols_global",8.28681939351739
"2798",52,0.08,100,"Huber_global",0.133401996315554
"2799",52,0.08,100,"Huber_distr_dc",0.129532019238106
"2800",52,0.1,1,"ols_global",0.324918958825173
"2801",52,0.1,1,"Huber_global",0.138608521664895
"2802",52,0.1,1,"Huber_distr_dc",0.139561840488693
"2803",52,0.1,10,"ols_global",1.00435799729766
"2804",52,0.1,10,"Huber_global",0.169893708211639
"2805",52,0.1,10,"Huber_distr_dc",0.172965654246547
"2806",52,0.1,100,"ols_global",10.007526471061
"2807",52,0.1,100,"Huber_global",0.16694807618658
"2808",52,0.1,100,"Huber_distr_dc",0.168239266062501
"2809",53,0,1,"ols_global",0.188692452342498
"2810",53,0,1,"Huber_global",0.0311307799749628
"2811",53,0,1,"Huber_distr_dc",0.0305440895628633
"2812",53,0,10,"ols_global",0.224539234739357
"2813",53,0,10,"Huber_global",0.0255980461363831
"2814",53,0,10,"Huber_distr_dc",0.0254754825334405
"2815",53,0,100,"ols_global",0.546610168719668
"2816",53,0,100,"Huber_global",0.0288183969306244
"2817",53,0,100,"Huber_distr_dc",0.028812440295667
"2818",53,0.02,1,"ols_global",0.254421575838717
"2819",53,0.02,1,"Huber_global",0.0408132134866996
"2820",53,0.02,1,"Huber_distr_dc",0.0409346021769403
"2821",53,0.02,10,"ols_global",0.39499201455733
"2822",53,0.02,10,"Huber_global",0.0365946249827092
"2823",53,0.02,10,"Huber_distr_dc",0.0367418486778014
"2824",53,0.02,100,"ols_global",1.9948282414353
"2825",53,0.02,100,"Huber_global",0.041772470227113
"2826",53,0.02,100,"Huber_distr_dc",0.040541482049509
"2827",53,0.04,1,"ols_global",0.207015538639625
"2828",53,0.04,1,"Huber_global",0.0654697992529456
"2829",53,0.04,1,"Huber_distr_dc",0.0658155820259814
"2830",53,0.04,10,"ols_global",0.426886593441744
"2831",53,0.04,10,"Huber_global",0.0697245305159987
"2832",53,0.04,10,"Huber_distr_dc",0.0682474430000199
"2833",53,0.04,100,"ols_global",4.19752377209582
"2834",53,0.04,100,"Huber_global",0.0664229629888258
"2835",53,0.04,100,"Huber_distr_dc",0.0651943377916578
"2836",53,0.06,1,"ols_global",0.272303496261198
"2837",53,0.06,1,"Huber_global",0.0782634765185903
"2838",53,0.06,1,"Huber_distr_dc",0.0782868351838953
"2839",53,0.06,10,"ols_global",0.628727675495688
"2840",53,0.06,10,"Huber_global",0.0896321238370131
"2841",53,0.06,10,"Huber_distr_dc",0.0896577734478231
"2842",53,0.06,100,"ols_global",5.79509711764766
"2843",53,0.06,100,"Huber_global",0.098245845664359
"2844",53,0.06,100,"Huber_distr_dc",0.0955635594564641
"2845",53,0.08,1,"ols_global",0.168216957303701
"2846",53,0.08,1,"Huber_global",0.109036599765383
"2847",53,0.08,1,"Huber_distr_dc",0.108451158451759
"2848",53,0.08,10,"ols_global",0.811128438848879
"2849",53,0.08,10,"Huber_global",0.128927118891722
"2850",53,0.08,10,"Huber_distr_dc",0.1275132605329
"2851",53,0.08,100,"ols_global",8.28541951413193
"2852",53,0.08,100,"Huber_global",0.132016367906278
"2853",53,0.08,100,"Huber_distr_dc",0.126997273155041
"2854",53,0.1,1,"ols_global",0.315693039878569
"2855",53,0.1,1,"Huber_global",0.142587304021352
"2856",53,0.1,1,"Huber_distr_dc",0.141918867703059
"2857",53,0.1,10,"ols_global",0.985517748930818
"2858",53,0.1,10,"Huber_global",0.17037626519046
"2859",53,0.1,10,"Huber_distr_dc",0.1670886650832
"2860",53,0.1,100,"ols_global",10.0856641789335
"2861",53,0.1,100,"Huber_global",0.168989195155239
"2862",53,0.1,100,"Huber_distr_dc",0.167525074363672
"2863",54,0,1,"ols_global",0.221186802391923
"2864",54,0,1,"Huber_global",0.0321015954668375
"2865",54,0,1,"Huber_distr_dc",0.0322616022705349
"2866",54,0,10,"ols_global",0.344178373699396
"2867",54,0,10,"Huber_global",0.0320646574490869
"2868",54,0,10,"Huber_distr_dc",0.0320945635895564
"2869",54,0,100,"ols_global",0.174770692120308
"2870",54,0,100,"Huber_global",0.0308983887250579
"2871",54,0,100,"Huber_distr_dc",0.0307344169305968
"2872",54,0.02,1,"ols_global",0.306415394917188
"2873",54,0.02,1,"Huber_global",0.0421090789810715
"2874",54,0.02,1,"Huber_distr_dc",0.0429560701509548
"2875",54,0.02,10,"ols_global",0.292590215104185
"2876",54,0.02,10,"Huber_global",0.0412232383049217
"2877",54,0.02,10,"Huber_distr_dc",0.0410431435941734
"2878",54,0.02,100,"ols_global",2.26833361792149
"2879",54,0.02,100,"Huber_global",0.0507307587987009
"2880",54,0.02,100,"Huber_distr_dc",0.0518191196117972
"2881",54,0.04,1,"ols_global",0.629810314559358
"2882",54,0.04,1,"Huber_global",0.0625181971784159
"2883",54,0.04,1,"Huber_distr_dc",0.0619422660959124
"2884",54,0.04,10,"ols_global",0.717971183380763
"2885",54,0.04,10,"Huber_global",0.0588321934599668
"2886",54,0.04,10,"Huber_distr_dc",0.0565521610733883
"2887",54,0.04,100,"ols_global",4.06261564910483
"2888",54,0.04,100,"Huber_global",0.076697622135463
"2889",54,0.04,100,"Huber_distr_dc",0.0752227256023098
"2890",54,0.06,1,"ols_global",0.363192938389643
"2891",54,0.06,1,"Huber_global",0.0848175334577957
"2892",54,0.06,1,"Huber_distr_dc",0.0850473445625164
"2893",54,0.06,10,"ols_global",0.633050364691614
"2894",54,0.06,10,"Huber_global",0.098250377253937
"2895",54,0.06,10,"Huber_distr_dc",0.10035519945187
"2896",54,0.06,100,"ols_global",5.93929125775941
"2897",54,0.06,100,"Huber_global",0.0923075853217009
"2898",54,0.06,100,"Huber_distr_dc",0.0917388672658628
"2899",54,0.08,1,"ols_global",0.218178734790873
"2900",54,0.08,1,"Huber_global",0.113848408390584
"2901",54,0.08,1,"Huber_distr_dc",0.113863465419678
"2902",54,0.08,10,"ols_global",0.797421250354144
"2903",54,0.08,10,"Huber_global",0.123188596280317
"2904",54,0.08,10,"Huber_distr_dc",0.119612632042001
"2905",54,0.08,100,"ols_global",8.15789237654593
"2906",54,0.08,100,"Huber_global",0.140783185238758
"2907",54,0.08,100,"Huber_distr_dc",0.141582139396426
"2908",54,0.1,1,"ols_global",0.333063285109495
"2909",54,0.1,1,"Huber_global",0.135654298013555
"2910",54,0.1,1,"Huber_distr_dc",0.135730297230908
"2911",54,0.1,10,"ols_global",1.049081262467
"2912",54,0.1,10,"Huber_global",0.167927747746761
"2913",54,0.1,10,"Huber_distr_dc",0.164835506200788
"2914",54,0.1,100,"ols_global",10.0668523265822
"2915",54,0.1,100,"Huber_global",0.172636571377028
"2916",54,0.1,100,"Huber_distr_dc",0.17161618703326
"2917",55,0,1,"ols_global",0.241847060924012
"2918",55,0,1,"Huber_global",0.0320227889861842
"2919",55,0,1,"Huber_distr_dc",0.0319041419922186
"2920",55,0,10,"ols_global",0.331244200130623
"2921",55,0,10,"Huber_global",0.0278780935421647
"2922",55,0,10,"Huber_distr_dc",0.0277238881170953
"2923",55,0,100,"ols_global",0.368092882131982
"2924",55,0,100,"Huber_global",0.0300709166203741
"2925",55,0,100,"Huber_distr_dc",0.030126077282361
"2926",55,0.02,1,"ols_global",0.230472527814634
"2927",55,0.02,1,"Huber_global",0.0387436501950498
"2928",55,0.02,1,"Huber_distr_dc",0.0390586752355723
"2929",55,0.02,10,"ols_global",0.255198635745247
"2930",55,0.02,10,"Huber_global",0.0449195361983864
"2931",55,0.02,10,"Huber_distr_dc",0.0441676748912475
"2932",55,0.02,100,"ols_global",2.04307963112589
"2933",55,0.02,100,"Huber_global",0.0305657214201888
"2934",55,0.02,100,"Huber_distr_dc",0.0306058497068385
"2935",55,0.04,1,"ols_global",0.314789176476162
"2936",55,0.04,1,"Huber_global",0.0546423291809378
"2937",55,0.04,1,"Huber_distr_dc",0.0540126387738332
"2938",55,0.04,10,"ols_global",0.465238373080927
